runner_step,before_order_num,after_order_num,profit,utility,fairness,variety,entropy
104,6,7,69.1489298444014,70.97130233346384,0.34485792790578607,0.48623456115664887,0.99128
105,7,8,69.1489298444014,70.97738565919414,0.35094125363609363,0.48623456115664887,0.99128
106,8,10,69.1489298444014,71.0195960766091,0.35791670436221434,0.5158695278454909,0.99688
107,10,12,69.1489298444014,71.02772627072407,0.36604689847717353,0.5158695278454909,0.99688
108,12,14,69.1489298444014,71.0353449437116,0.3736655714647106,0.5158695278454909,0.99688
109,14,16,69.1489298444014,71.07571572140402,0.38076277899829925,0.5465830980043143,0.99944
110,16,18,69.1489298444014,71.08442088021697,0.38946793781124933,0.5465830980043143,0.99944
111,18,20,69.1489298444014,71.09291876479287,0.39740582238716304,0.5465830980043143,1.0
112,20,22,69.1489298444014,71.09874557000308,0.4057126275973715,0.5465830980043143,0.99752
113,22,24,69.1489298444014,71.10615356049401,0.41312061808829825,0.5465830980043143,0.99752
114,24,26,69.1489298444014,71.11343021499317,0.42039727258746995,0.5465830980043143,0.99752
115,26,28,69.1489298444014,71.12169046953116,0.4286575271254537,0.5465830980043143,0.99752
116,28,30,69.1489298444014,71.12799509384544,0.43728215143973714,0.5465830980043143,0.9952
117,30,32,69.1489298444014,71.13543264300213,0.44471970059642585,0.5465830980043143,0.9952
118,32,34,69.1489298444014,71.17079050646947,0.4521007223924086,0.574559939675675,0.9952
119,34,34,69.1489298444014,71.1775229722624,0.45883318818532837,0.574559939675675,0.9952
120,34,34,69.1489298444014,71.18260186477224,0.46391208069516443,0.574559939675675,0.9952
121,34,34,69.1489298444014,71.18938993165071,0.4682201475736335,0.574559939675675,0.99768
122,34,34,69.1489298444014,71.21806163598818,0.47140878732175817,0.6000430042650235,0.99768
123,34,34,69.1489298444014,71.22016190642199,0.47350905775557206,0.6000430042650235,0.99768
124,34,34,69.1489298444014,71.22183915073452,0.47518630206811097,0.6000430042650235,0.99768
125,34,34,69.1489298444014,71.22619926862171,0.4772264199552937,0.6000430042650235,1.0
126,34,34,69.1489298444014,71.22738178685312,0.47840893818669883,0.6000430042650235,1.0
127,34,35,69.1489298444014,71.22761126677688,0.47863841811046215,0.6000430042650235,1.0
128,35,36,69.1489298444014,71.22775234626575,0.4787794975993369,0.6000430042650235,1.0
129,36,37,69.1489298444014,71.22812809464548,0.47915524597906556,0.6000430042650235,1.0
130,37,38,69.1489298444014,71.22849887863087,0.4795260299644676,0.6000430042650235,1.0
131,38,39,69.1489298444014,71.22885283539759,0.47987998673117105,0.6000430042650235,1.0
132,39,40,69.1489298444014,71.22920480924992,0.480231960583515,0.6000430042650235,1.0
133,40,41,69.1489298444014,71.22955481680421,0.4805819681377955,0.6000430042650235,1.0
134,41,42,69.1489298444014,71.22992699216599,0.4809541434995701,0.6000430042650235,1.0
135,42,43,69.1489298444014,71.22994781313481,0.48097496446839727,0.6000430042650235,1.0
136,43,44,69.1489298444014,71.22987309035256,0.4809002416861409,0.6000430042650235,1.0
137,44,45,69.1489298444014,71.23024826440475,0.4812754157383412,0.6000430042650235,1.0
138,45,46,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
139,46,47,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
140,47,48,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
141,48,49,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
142,49,50,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
143,50,51,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
144,51,52,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
145,52,53,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
146,53,54,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
147,54,55,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
148,55,56,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
149,56,57,69.1489298444014,71.23047795452202,0.48150510585560047,0.6000430042650235,1.0
150,57,31,91.0504914465884,93.13203955670902,0.48150510585560047,0.6000430042650235,1.0
151,31,32,91.0504914465884,93.13243413914587,0.48189968829245444,0.6000430042650235,1.0
152,32,33,91.0504914465884,93.13282265835278,0.48228820749937185,0.6000430042650235,1.0
153,33,34,91.0504914465884,93.13320320621844,0.4826687553650244,0.6000430042650235,1.0
154,34,35,91.0504914465884,93.1327321670239,0.48275771617047714,0.6000430042650235,0.99944
155,35,0,114.86856699942088,116.95087182225612,0.48282181857020956,0.6000430042650235,0.99944
156,0,0,115.19222160935475,117.24743635532447,0.4824948062940364,0.574559939675675,0.99816
157,0,0,115.70745339527143,117.76350251674573,0.48332918179862305,0.574559939675675,0.99816
158,0,1,115.70745339527143,117.76525653403168,0.48508319908457,0.574559939675675,0.99816
159,1,2,115.70745339527143,117.76721430801204,0.48704097306493144,0.574559939675675,0.99816
160,2,0,118.54574099026387,120.62981239588778,0.4889605575196828,0.5969508481042338,0.99816
161,0,0,119.5692266503181,121.65460728165482,0.4902697832324949,0.5969508481042338,0.99816
162,0,0,119.92349516500097,122.01194493465266,0.4920589215474589,0.5969508481042338,0.99944
163,0,0,120.9472041942714,123.0375751027363,0.493420060360673,0.5969508481042338,1.0
164,0,0,121.39243588609504,123.48407454619436,0.4946878119950959,0.5969508481042338,1.0
165,0,0,122.49154395793258,124.58165207444692,0.4955572684101134,0.5969508481042338,0.9976
166,0,0,123.9730694023189,126.06430323508874,0.49668298466561134,0.5969508481042338,0.9976
167,0,0,125.49954726173587,127.59181849718077,0.4971603873406679,0.5969508481042338,0.99816
168,0,0,126.53424494490457,128.62519509376045,0.49639930075165106,0.5969508481042338,0.9976
169,0,0,128.738524208627,130.82809954637807,0.4950244896468169,0.5969508481042338,0.9976
170,0,0,129.79097821033136,131.90879174438288,0.49575268478576273,0.6244608492657587,0.9976
171,0,0,131.54276434584483,133.66325240898266,0.49826721387209527,0.6244608492657587,0.99776
172,0,0,132.9394236701281,135.06239809237715,0.5007535729833124,0.6244608492657587,0.99776
173,0,0,134.48339593576574,136.60914243242286,0.5035256473913612,0.6244608492657587,0.99776
174,0,0,135.56600255566158,137.69407204535733,0.5063286404300114,0.6244608492657587,0.9972799999999999
175,0,0,137.03070151772525,139.18571761244718,0.5085913094540059,0.6494647852679128,0.99696
176,0,0,138.66904405720982,140.82547959425258,0.5105707517748588,0.6494647852679128,0.9964
177,0,0,139.6180637517193,141.77392611808568,0.5140775810984733,0.6494647852679128,0.99232
178,0,0,141.26332934119085,143.46670318284913,0.5188453072231644,0.692208534435103,0.99232
179,0,0,141.26332934119085,143.47150773298907,0.5236498573630967,0.692208534435103,0.99232
180,0,0,141.26332934119085,143.4919687833264,0.5282388443429213,0.7058405977926202,0.99456
181,0,0,141.26332934119085,143.49488892190553,0.5311589829220628,0.7058405977926202,0.99456
182,0,0,141.26332934119085,143.52031869298708,0.5345826526341146,0.7298466991620974,0.99256
183,0,0,141.26332934119085,143.52187197153424,0.5374959311812967,0.7298466991620974,0.9912
184,0,0,141.26332934119085,143.55433250718062,0.5393841364480522,0.763299029541724,0.98832
185,0,0,141.26332934119085,143.5550547446133,0.5401063738807346,0.763299029541724,0.98832
186,0,0,141.26332934119085,143.56041690882788,0.5408285380952873,0.763299029541724,0.9929600000000001
187,0,0,141.64178403193634,143.96081274573294,0.5416428272246934,0.7844258865718953,0.9929600000000001
188,0,0,141.97263780861616,144.28911606272683,0.5427723675387919,0.7844258865718953,0.98928
189,0,0,142.3373098392868,144.66318015920336,0.5439828081548486,0.7931675117617046,0.98872
190,0,0,143.015357284284,145.34056274365545,0.5445179476097524,0.7931675117617046,0.98752
191,0,0,143.33773899154238,145.70336567757553,0.5440152091220702,0.8320914769110639,0.98952
192,0,0,144.53394966705915,146.90825925215404,0.5441088178029263,0.8398807672919525,0.99032
193,0,0,145.71004994610018,148.08721020773928,0.5437594943471344,0.8398807672919525,0.99352
194,0,0,146.07364169012183,148.31702651665626,0.5415099104611452,0.7090749160732961,0.9928
195,0,0,146.38869373811022,148.65091955158903,0.538853802904722,0.730492010574059,0.99288
196,0,0,147.44778376384656,149.7223522624828,0.537120832561214,0.7445676660749987,0.99288
197,0,0,148.56050323974554,150.8484595075642,0.535317574919888,0.7569586928987551,0.99568
198,0,0,149.63114382984463,151.94885031300507,0.5333568829644714,0.7884296001959453,0.99592
199,0,0,150.12853977363648,152.44562757522803,0.5315382013956069,0.7884296001959453,0.99712
200,0,0,151.1980665686999,153.51270254095562,0.5314863720597881,0.7884296001959453,0.99472
201,0,0,151.84790296582312,154.15619250349593,0.5333357898156607,0.7791937478571659,0.99576
202,0,0,152.514782720144,154.75380122979143,0.5340104659480411,0.7102080436993993,0.9948
203,0,0,153.62999589156513,155.8765369779707,0.5355871272320587,0.7168739591735007,0.99408
204,0,0,154.73947357621586,157.0071868527771,0.5383070590221628,0.7354062175390645,0.994
205,0,0,155.43159352285807,157.72340002692235,0.5403400536284164,0.7569864504358547,0.99448
206,0,0,156.112167233946,158.4121606063085,0.5419562748937539,0.7626770974687481,0.99536
207,0,0,157.25787801760572,159.57193213906191,0.5428068183064314,0.7755673031497702,0.99568
208,0,0,157.7513462646752,160.07768174977568,0.5443633666510868,0.7862921184494184,0.99568
209,0,0,158.12435945505706,160.45417450167056,0.5454429281641183,0.7862921184494184,0.99808
210,0,0,158.52160226826223,160.85203939821906,0.5460650115074444,0.7862921184494183,0.99808
211,0,0,159.09276730676424,161.42446699954516,0.5455675743315096,0.7862921184494183,0.9998400000000001
212,0,0,160.27297990334213,162.60323268856766,0.5452406667761347,0.7862921184494183,0.9987199999999999
213,0,0,160.66699302003147,163.0074597603286,0.5449142906066553,0.7962724496904788,0.99928
214,0,0,161.1211414609219,163.46142628514184,0.5442523745294443,0.7962724496904788,0.99976
215,0,0,161.85606623387872,164.19604362874685,0.5439449451776317,0.7962724496904788,0.99976
216,0,0,162.60025448283076,164.9399647938396,0.5436778613183415,0.7962724496904788,0.99976
217,0,0,163.34250251960032,165.68269302378235,0.5441580544915361,0.7962724496904788,0.99976
218,0,0,163.78382336741933,166.1163849438232,0.5450572127431037,0.7888643636607535,0.99864
219,0,0,164.15436069175175,166.4952599621752,0.5459868207329773,0.7962724496904788,0.99864
220,0,0,164.84588880049878,167.1868338857151,0.5468326355258293,0.7962724496904788,0.99784
221,0,0,165.63687791110078,167.97846546841694,0.5480351076256895,0.7962724496904788,0.9972799999999999
222,0,1,165.63687791110078,167.98246372024795,0.5509933594566663,0.7962724496904788,0.99832
223,1,2,165.63687791110078,167.98612237209673,0.5546520113054404,0.7962724496904788,0.99832
224,2,3,165.63687791110078,167.99061454141352,0.5593041806222261,0.7962724496904788,0.99816
225,3,4,165.63687791110078,168.00210358299543,0.5644714428707859,0.8022742290238646,0.99848
226,4,6,165.63687791110078,168.0123277851625,0.5700633886419506,0.8069064854197685,0.99848
227,6,8,165.63687791110078,168.01921167340856,0.57550727688799,0.8069064854197685,0.99992
228,8,10,165.63687791110078,168.024108218915,0.5804038223944441,0.8069064854197685,0.99992
229,10,12,165.63687791110078,168.03386416881565,0.5855430747457049,0.8121631829691495,0.99928
230,12,14,165.63687791110078,168.03920260215975,0.5903215080898099,0.8121631829691495,0.99984
231,14,16,165.63687791110078,168.02904855024886,0.5949320891456444,0.7978785500024178,0.99936
232,16,18,165.63687791110078,168.04126784015298,0.5981234436324324,0.8069064854197685,0.99936
233,18,20,165.63687791110078,168.04414466862286,0.6008402721023125,0.8069064854197685,0.99952
234,20,22,165.63687791110078,167.98501325747932,0.6028213938751041,0.7461139525034444,0.9992
235,22,24,165.63687791110078,167.98676644520674,0.6045745816025103,0.7461139525034444,0.9992
236,24,26,165.63687791110078,167.98803333714145,0.6058414735372359,0.7461139525034444,0.9992
237,26,28,165.63687791110078,167.9894846869219,0.6072928233177006,0.7461139525034444,0.9992
238,28,30,165.63687791110078,167.99168230320413,0.6086904395999064,0.7461139525034444,1.0
239,30,30,165.63687791110078,167.99276926698337,0.6097774033791495,0.7461139525034444,1.0
240,30,30,165.63687791110078,167.99352819911897,0.6106163355147547,0.7461139525034444,0.99992
241,30,30,165.63687791110078,167.99433073807137,0.6114188744671483,0.7461139525034444,0.99992
242,30,30,165.63687791110078,168.00587515531936,0.612160535499918,0.7578767087186363,0.99896
243,30,30,165.63687791110078,168.00617041248233,0.6124557926628879,0.7578767087186363,0.99896
244,30,30,165.63687791110078,168.0006301410863,0.6127561282540408,0.7520361017314723,0.99896
245,30,30,165.63687791110078,168.0014379522004,0.613563939368144,0.7520361017314723,0.99896
246,30,30,165.63687791110078,168.00296612377278,0.6146121109405379,0.7520361017314723,0.99944
247,30,31,165.63687791110078,168.00020535524243,0.6155046926283065,0.7483827515133347,0.99944
248,31,32,165.63687791110078,168.00096322646857,0.6162625638544657,0.7483827515133347,0.99944
249,32,33,165.63687791110078,168.00160114457694,0.6169804819628324,0.7483827515133347,0.99936
250,33,34,165.63687791110078,168.00246058017174,0.6178399175576256,0.7483827515133347,0.99936
251,34,35,165.63687791110078,168.00338705344848,0.6186063908343769,0.7483827515133347,0.99952
252,35,36,165.63687791110078,168.00426444580913,0.6194837831950154,0.7483827515133347,0.99952
253,36,37,165.63687791110078,168.0051553418682,0.6203746792541057,0.7483827515133347,0.99952
254,37,38,165.63687791110078,168.00593534420594,0.6211546815918314,0.7483827515133347,0.99952
255,38,39,165.63687791110078,168.00669815781555,0.6214374952014459,0.7483827515133347,1.0
256,39,40,165.63687791110078,168.0066947370514,0.621434074437275,0.7483827515133347,1.0
257,40,41,165.63687791110078,168.0066072793153,0.621346616701187,0.7483827515133347,1.0
258,41,42,165.63687791110078,168.00651985334875,0.6212591907346263,0.7483827515133347,1.0
259,42,43,165.63687791110078,168.0064324591344,0.6211717965202843,0.7483827515133347,1.0
260,43,44,165.63687791110078,168.006345096655,0.6210844340408672,0.7483827515133347,1.0
261,44,45,165.63687791110078,168.0062577658932,0.6209971032790913,0.7483827515133347,1.0
262,45,46,165.63687791110078,168.00616173321725,0.6209010706031439,0.7483827515133347,1.0
263,46,47,165.63687791110078,168.00600900861,0.6207483459958876,0.7483827515133347,1.0
264,47,48,165.63687791110078,168.00590288506675,0.620642222452618,0.7483827515133347,1.0
265,48,44,170.0466398510911,172.4155994245296,0.6205768219251575,0.7483827515133347,1.0
266,44,45,170.0466398510911,172.41561393209935,0.6205913294949073,0.7483827515133347,1.0
267,45,46,170.0466398510911,172.4156284396691,0.6206058370646568,0.7483827515133347,1.0
268,46,47,170.0466398510911,172.41564294723884,0.6206203446344063,0.7483827515133347,1.0
269,47,48,170.0466398510911,172.41565745480858,0.6206348522041557,0.7483827515133347,1.0
270,48,31,183.92532231143412,186.29435442272134,0.6206493597739047,0.7483827515133347,1.0
271,31,32,183.92532231143412,186.29410082732971,0.6203957643822591,0.7483827515133347,1.0
272,32,33,183.92532231143412,186.29385354999494,0.6201484870474956,0.7483827515133347,1.0
273,33,34,183.92532231143412,186.29365792507969,0.6199528621322323,0.7483827515133347,1.0
274,34,30,186.60681681744916,188.97494861214255,0.6197490431800766,0.7483827515133347,1.0
275,30,0,207.47218414024886,209.84007359456348,0.6195067028012937,0.7483827515133347,1.0
276,0,0,207.98973494603786,210.35688698253477,0.6187692849835762,0.7483827515133347,1.0
277,0,0,209.06518152377512,211.43134556058095,0.6177812852925024,0.7483827515133347,1.0
278,0,0,209.42611910643708,211.7910639746021,0.6165621166516952,0.7483827515133347,1.0
279,0,0,209.91183349582914,212.27532872798884,0.6151124806463532,0.7483827515133347,1.0
280,0,0,210.94397747245506,213.3059609455093,0.6136007215409106,0.7483827515133347,1.0
281,0,0,211.5680695804622,213.92871456582694,0.6125022338513947,0.7483827515133347,0.99976
282,0,0,211.99608192888593,214.41236305416885,0.6113113933327947,0.8052097319501427,0.99976
283,0,0,212.5027130163171,214.91753932290456,0.6098565746373179,0.8052097319501427,0.99976
284,0,0,213.64942673361008,216.06259918041522,0.6082027148549832,0.8052097319501427,0.99976
285,0,0,214.0702052482395,216.481744772609,0.6065697924193831,0.8052097319501427,0.99976
286,0,0,215.58311666176942,217.9933551331401,0.6051087394205661,0.8052097319501427,0.99992
287,0,0,217.46396735474337,219.87279749004415,0.6037004033506469,0.8052097319501427,0.99992
288,0,0,219.27760500665647,221.68495162357584,0.6023768849692372,0.8052097319501427,0.99976
289,0,0,220.48744133174606,222.89270685168194,0.6011757879857382,0.8052097319501427,0.99888
290,0,0,222.23871302852586,224.64248128617655,0.5999185257005639,0.8052097319501427,0.99864
291,0,0,224.48849833466613,226.98909084038263,0.5985074743570395,0.9034450313594546,0.99864
292,0,0,226.56923254274545,229.08127923457357,0.597253870792394,0.9161528210357136,0.99864
293,0,0,228.0199860364753,230.53415243716333,0.5967228712416593,0.9185635294463472,0.99888
294,0,0,229.05935369674944,231.5738360705992,0.5970388444034029,0.9185635294463472,0.99888
295,0,0,230.3126712542991,232.82758311050372,0.5973083267582717,0.9185635294463472,0.99904
296,0,0,232.53554499592175,235.05169453786633,0.59854601249821,0.9185635294463472,0.99904
297,0,0,233.47612991221686,235.99397332941683,0.6001598877536072,0.9185635294463472,0.99912
298,0,0,234.69748849846306,237.21388955880417,0.6013682393053664,0.9161528210357136,0.99888
299,0,0,234.69748849846306,237.215086589865,0.6025652703662062,0.9161528210357136,0.99888
300,0,0,234.69748849846306,237.12067472405235,0.6040833876152407,0.8202228379740379,0.99888
301,0,0,234.69748849846306,237.11841404215613,0.6052979461075971,0.8167475975854758,0.99888
302,0,0,234.69748849846306,237.11854885302472,0.6058327569761915,0.8167475975854758,0.99848
303,0,0,234.69748849846306,237.07019570362505,0.6066646061027178,0.7686825990592706,0.99736
304,0,0,234.69748849846306,237.07181063578957,0.6077995382672365,0.7686825990592706,0.9978400000000001
305,0,0,234.69748849846306,237.1113602642835,0.6088151455522774,0.8072166202681406,0.9978400000000001
306,0,0,234.69748849846306,237.10813407186257,0.6097470030542496,0.8028185703452758,0.9980800000000001
307,0,0,235.35851382696868,237.77123376822183,0.6107013709078977,0.8028185703452758,0.9992
308,0,0,236.4306626150253,238.84634324618966,0.6130220608190629,0.8028185703452758,0.9998400000000001
309,0,0,236.75915173014133,239.19032530786777,0.6165921807938746,0.8161813969325742,0.9984
310,0,0,237.47536526687523,239.90996933687077,0.6198626730629688,0.8161813969325742,0.99856
311,0,0,237.84199826213356,240.28081978360942,0.6233601245432956,0.8161813969325742,0.99928
312,0,0,238.25678453253042,240.69933259317102,0.62716666370804,0.8161813969325742,0.9992
313,0,0,239.3888570929046,241.83427235108815,0.6305138612510006,0.8161813969325742,0.9987199999999999
314,0,0,240.4733534327513,242.93783998397365,0.6331863400368849,0.8325802111854701,0.9987199999999999
315,0,0,240.8821414828044,243.35078274704364,0.6365410530537701,0.8325802111854701,0.99952
316,0,0,241.20074302120454,243.68785953696081,0.6401113565076537,0.847485159248641,0.99952
317,0,0,241.72423763637832,244.19352527010759,0.6435187359980166,0.8260888977312316,0.99968
318,0,0,242.2858217073984,244.7683850423367,0.6458316809918487,0.8378516539464236,0.99888
319,0,0,243.0572375859357,245.53460184017266,0.6486355239324866,0.8298487303044647,0.99888
320,0,0,243.39436688800058,245.87309593029778,0.6508803119927493,0.8298487303044647,0.998
321,0,0,243.97231997447167,246.45428164922973,0.6529129444535884,0.8298487303044647,0.9992
322,0,0,245.08895779336504,247.57105823471437,0.654171711044893,0.8298487303044647,0.99808
323,0,0,245.53846819253624,248.02062848575002,0.6539915629092976,0.8298487303044647,0.99832
324,0,0,245.8461684460811,248.33621490634178,0.6532739067416811,0.8402125535190146,0.99656
325,0,0,246.16981025388756,248.66729657928252,0.6521244941250689,0.848801831269885,0.99656
326,0,0,246.54310851889673,249.0297843627034,0.6505432902876418,0.8402125535190147,0.99592
327,0,0,246.94589702694012,249.43639051602224,0.648890043000583,0.846323446081536,0.9952799999999999
328,0,0,247.32365980105712,249.82994645868519,0.647101088553764,0.8618255690743254,0.99736
329,0,0,248.43518026544635,250.93907396847257,0.6451881339519185,0.8618255690743254,0.99688
330,0,0,249.21681041978894,251.71872104231707,0.6437650534538183,0.8618255690743254,0.99632
331,0,0,250.28417459276264,252.7852034324068,0.6420832705698425,0.8618255690743254,0.99712
332,0,0,251.0816211829791,253.58873749132619,0.6409675613287491,0.8692687470183406,0.99688
333,0,0,251.5628907384702,254.0703620751614,0.6408425896728651,0.8692687470183406,0.99736
334,0,0,252.75148456964897,255.26358716434729,0.6407853501029808,0.873957244595332,0.99736
335,0,0,253.34945706998218,255.82199310583448,0.6410666239688457,0.8325094118834637,0.99896
336,0,0,253.6675045473574,256.1486310024349,0.6414250735048563,0.8401013815726572,0.9996
337,0,0,254.05267198093142,256.5279599481221,0.6418688392930572,0.8338191278976091,0.9996
338,0,0,254.41977893902578,256.89558303589973,0.6423849689763252,0.8338191278976091,0.9996
339,0,0,255.1673935882852,257.6580320537329,0.6433336738010842,0.8476247916465772,0.99968
340,0,0,256.1701653676597,258.6619062383184,0.6447560790120941,0.8476247916465772,0.99936
341,0,0,256.4764412978726,258.96961213094033,0.6461860414211051,0.8476247916465772,0.99936
342,0,0,257.52270933690977,260.02309779130525,0.6476709256419724,0.8528775287534964,0.99984
343,0,1,257.52270933690977,260.02414923900255,0.6486423733393467,0.8528775287534964,0.99992
