step,id,x,y,time,money,start_work_time,end_work_time,day,order_count,total_order,dis,learn_type,stability,robustness,inv,utility
0,37,148,123,0,0,7,19,1,0,0,0,llm,0,0,0,0.5
1,37,148,123,1,0,7,19,1,0,0,0,llm,0,0,0,0.5
2,37,148,123,2,0,7,19,1,0,0,0,llm,0,0,0,0.5
3,37,148,123,3,0,7,19,1,0,0,0,llm,0,0,0,0.5
4,37,148,123,4,0,7,19,1,0,0,0,llm,0,0,0,0.5
5,37,148,123,5,0,7,19,1,0,0,0,llm,0,0,0,0.5
6,37,148,123,6,0,7,19,1,0,0,0,llm,0,0,0,0.5
7,37,148,123,7,0,7,19,1,0,0,0,llm,0,0,0,0.5
8,37,148,123,8,0,7,19,1,0,0,0,llm,0,0,0,0.5
9,37,148,123,9,0,7,19,1,0,0,0,llm,0,0,0,0.5
10,37,148,123,10,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
11,37,148,123,11,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
12,37,148,123,12,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
13,37,148,123,13,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
14,37,148,123,14,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
15,37,148,123,15,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
16,37,148,123,16,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
17,37,148,123,17,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
18,37,148,123,18,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
19,37,148,123,19,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
20,37,148,123,20,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
21,37,148,123,21,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
22,37,148,123,22,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
23,37,148,123,23,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
24,37,148,123,24,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
25,37,148,123,25,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
26,37,148,123,26,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
27,37,148,123,27,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
28,37,148,123,28,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
29,37,148,123,29,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
30,37,148,123,30,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
31,37,148,123,31,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
32,37,148,123,32,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
33,37,148,123,33,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
34,37,148,123,34,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
35,37,148,123,35,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
36,37,148,123,36,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
37,37,148,123,37,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
38,37,148,123,38,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
39,37,148,123,39,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
40,37,148,123,40,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
41,37,148,123,41,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
42,37,148,123,42,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
43,37,148,123,43,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
44,37,148,123,44,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
45,37,148,123,45,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
46,37,148,123,46,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
47,37,148,123,47,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
48,37,148,123,48,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
49,37,148,123,49,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
50,37,148,123,50,0,7,19,1,0,0,0,llm,1,0.0,1,1.7310585786300048
51,37,144,98,51,0,7,19,1,5,5,30,llm,1,0.0,0.0,1.5
52,37,132,80,52,0,7,19,1,5,5,60,llm,1,0.0,0.0,1.5
53,37,102,80,53,0,7,19,1,5,5,90,llm,1,0.0,0.0,1.5
54,37,72,80,54,0,7,19,1,5,5,120,llm,1,0.0,0.0,1.5
55,37,53,69,55,0,7,19,1,5,5,150,llm,1,0.0,0.0,1.5
56,37,45,47,56,0,7,19,1,5,5,180,llm,1,0.0,0.0,1.5
57,37,17,47,57,0,7,19,1,5,5,210,llm,1,0.0,0.0,1.5
58,37,15,26,58,11,7,19,1,4,5,240,llm,0.3976165704935608,2.8284271247461903,0.4743035733306746,4.578901249395846
59,37,15,56,59,11,7,19,1,4,5,270,llm,0.29821242787017066,2.8284271247461903,0.8432063525878659,4.562235340295833
60,37,15,86,60,11,7,19,1,4,5,300,llm,0.26030114740792676,2.8284271247461903,1.138328575993619,4.582556610335087
