order_id,order_money,rider,finish_time
26,3.1896575046031512,43,57
45,6.55808045637849,44,64
52,6.37007941449917,19,65
58,10.994186300629977,46,65
21,11.490121892241547,34,67
17,10.355880389566853,2,68
3,5.655809742288401,2,68
27,5.230736540203363,31,69
1,11.888579000585164,36,71
50,10.428820781429964,15,72
41,11.47559266276517,35,72
65,3.1403342755635544,22,72
43,5.1394383739134515,48,72
67,5.124008143439157,8,72
15,7.828995564838349,2,73
42,11.987635201430102,35,73
53,4.245005578546687,49,73
56,10.661026017890087,26,73
16,4.67514581833562,43,73
13,5.256873504055187,43,73
66,7.776768148572988,45,74
47,11.449506951535934,35,74
40,11.352726003650975,35,74
20,11.767950631298996,34,74
48,10.648489704896019,35,75
18,3.356509835762467,43,76
61,5.5063291735921585,28,76
59,3.7895033522204202,21,77
37,5.6814854179672665,48,77
69,11.368580690674202,26,77
8,10.862464982094917,29,77
12,11.694486096484342,29,78
60,3.7827361558770254,18,79
62,10.316590699170476,28,79
9,10.665314398851788,29,80
14,11.753649551528992,29,80
5,11.801891099451224,36,80
57,6.258980870890602,46,81
73,3.2069901195562363,49,81
63,3.352939358471878,11,82
0,10.503774822326942,36,82
49,11.122325417730808,41,82
35,3.903622389344032,12,83
31,10.358663799957455,12,83
44,5.537311386478994,44,84
64,11.701244950009936,11,84
51,10.810955640255715,32,85
55,11.882919608860975,17,85
80,6.349398503801568,1,85
33,10.383300052159555,12,86
32,3.3352852498358603,44,86
46,5.2051593945181445,44,87
77,11.013270731647566,31,87
70,7.548167089539654,47,89
81,11.808003699300423,4,89
82,11.2793633385539,40,89
54,3.1848360716041504,49,89
22,11.66268947732488,34,90
29,7.558752773696689,48,90
28,11.41621730698383,31,90
68,3.789658567413974,30,91
36,3.3163113379619977,12,92
34,11.974535769332942,12,92
2,7.003531936941428,2,92
25,5.900691514589843,31,93
10,3.179504296056914,31,93
23,10.442714481651532,34,93
74,11.446149150562187,43,94
83,7.859197386234341,9,94
72,10.845235465564976,19,95
24,6.5904026685949955,31,95
19,5.057952759719681,43,96
11,10.931672579047913,2,98
91,11.77175185653663,27,99
39,6.457824548561051,48,99
79,10.349551348307486,10,99
76,6.502768654601182,6,100
6,5.136209291743814,34,100
71,5.054335928901014,42,101
30,11.295489725959529,48,101
4,11.84392554550999,36,102
84,3.1965292678244817,12,103
7,10.911093909945064,36,105
38,3.77655786658166,44,109
87,10.771925268815655,46,109
86,11.781551156095542,14,109
88,3.9575340581282905,35,110
92,6.164786519684679,24,110
75,5.189136361300928,16,112
78,10.146857761866881,41,113
93,11.716608730981896,42,115
85,3.384288691556614,18,123
90,3.7490719097540532,21,125
89,10.865673506148502,29,125
118,3.2905863957918533,38,155
106,3.070154133802121,44,157
128,6.227370977908464,26,157
120,3.1862325860722587,38,160
108,5.929795256733985,37,163
143,3.7109362796807974,44,165
94,10.369069914459205,32,171
97,10.810631405923589,32,171
172,7.839729681674575,41,171
125,6.582408088398266,36,171
147,3.46069525175977,33,171
123,4.593256720069586,38,174
146,11.900015759686188,23,175
126,10.70374030283205,36,175
119,5.079812287310265,26,176
160,6.58870247226426,39,177
162,6.508942924406588,19,177
127,5.320752764819736,36,177
102,4.409468766127082,37,179
124,11.04893919454365,36,179
159,10.215797744135614,5,179
131,10.261255287701083,26,179
164,4.600186626145669,22,179
163,6.544875196316697,45,180
104,5.903488255788055,37,180
166,10.138206075804844,25,180
184,3.212625396883813,44,180
121,6.199177554831912,36,181
99,3.38557342400605,37,181
148,4.974411400575857,17,181
153,11.389899897029261,17,182
142,3.220004349549419,44,183
151,10.617760655429993,17,183
103,3.304000585002043,26,183
167,3.9258794514199087,13,184
117,10.93897495480994,43,184
116,10.547053796287965,43,184
105,5.865965196215031,37,184
136,7.891629020099055,17,184
152,6.993940613252353,17,184
168,4.8876843567718495,35,185
114,4.158064315160637,43,185
138,3.2861896096576824,33,185
165,3.606842555870524,3,185
169,3.631345677879986,7,186
171,6.224830955132314,37,186
112,3.3102399080140357,33,186
144,10.943025013542453,44,186
129,6.366344145821392,49,187
132,4.046473515209391,26,188
178,11.203330897271263,0,188
113,11.852688820597232,15,189
175,3.6084277943943057,4,189
170,7.918126163062048,7,189
133,7.347147403168706,49,189
101,3.4881407985143,38,190
161,5.971060349177011,47,190
100,6.2542514676891425,15,190
157,3.735441587525149,11,191
176,11.864622334202034,4,191
115,10.705353083114845,43,192
181,3.6553536786070975,46,192
141,7.331792841130872,34,192
109,5.437369298432957,15,192
134,5.508730473874021,48,192
145,7.737284829083013,23,193
110,4.994110887245313,15,194
149,3.2022430931524632,11,194
191,11.992646645520969,12,195
140,10.7738226290861,34,195
139,11.910055333111526,34,195
197,10.554815252040749,36,195
183,11.45265728207823,44,196
188,11.403129999874063,11,196
158,11.137656870258004,48,196
107,3.8896222230148063,43,196
189,5.217630743353546,5,196
137,10.142110814195526,49,196
193,7.664685700677822,27,197
122,5.136778098889543,34,197
154,4.603066388421766,48,198
190,10.796389771842456,5,199
95,11.395768500555496,32,199
150,7.804819214750231,23,199
155,10.390091313412018,48,200
156,4.545040653263387,48,200
173,5.791360534454299,28,200
192,5.28798950118631,12,202
130,3.578135858184676,44,203
196,10.678798198928785,10,203
174,10.736831612624107,28,204
179,4.8092598048223145,2,206
182,5.200784907043776,46,207
180,10.961629352204968,2,207
195,10.586239623685957,17,208
199,3.5869462241619257,39,208
177,6.930615166542543,0,209
213,6.78431203042746,49,209
194,6.036029658957412,45,209
111,7.494639732140624,15,211
135,11.485441787183419,49,212
216,3.883757936680758,28,212
187,4.712638733634849,11,213
200,4.901868641154174,30,213
201,5.480838576554991,32,214
219,3.5562427562719363,12,214
186,11.098965266773245,20,216
185,4.9277965383686215,20,218
207,3.9392344876040752,5,219
208,6.243383059985846,14,219
205,6.287520919662962,41,219
211,11.69244590485545,9,220
224,10.926534249890137,31,220
209,10.96296963498045,7,221
98,11.296174141949502,32,221
212,5.053564321863487,37,223
198,10.58344876777331,20,223
215,5.277791886727588,46,225
203,7.821682303424932,8,226
202,11.741958949350927,23,229
204,10.251121273865616,3,229
223,10.704207401114518,48,233
221,6.148159993758132,34,233
206,5.961410503271306,4,235
214,10.266382709266676,0,235
96,11.133028085157395,32,236
210,11.214286861431694,40,237
227,10.703673106630614,9,239
226,6.3852468024554225,9,240
220,11.848983305929957,1,241
225,10.739161131908563,27,242
218,7.100359958199038,29,244
217,3.618127084833357,19,246
222,10.092305975459912,33,249
230,7.626585751979061,38,270
251,11.222754901243356,5,274
248,5.113258749719513,15,275
274,3.3292522780082123,41,275
241,11.656151791119076,39,278
260,4.429571168966982,15,279
276,3.526741446901318,41,279
289,10.867781175344312,13,283
235,7.5588288803073915,38,284
233,11.768093718073194,36,285
231,3.676154203164532,38,288
229,10.638120518787318,36,289
253,11.078434048507644,44,292
269,11.399734610903328,2,292
280,7.075236609400061,23,293
237,4.6278648862449385,38,293
301,7.172192830591888,27,294
250,6.450254619634986,5,295
272,4.4149562664631405,41,295
238,4.113678412884436,5,296
249,3.6933958038823094,25,296
255,10.186162464234595,44,297
291,7.236369689116076,17,297
242,5.061911224429645,5,298
306,3.4534428882559083,19,298
247,7.739923080420068,39,298
313,11.936960173426023,4,298
285,11.580726382625862,22,300
246,5.0645312144374195,15,300
265,7.426901165911447,43,301
299,6.442647373101204,10,301
240,7.150038376920135,39,301
239,7.701643509297633,39,301
292,5.761274751680389,26,301
297,4.299683158530732,30,302
258,10.244712904168876,43,302
298,10.378713841806332,38,303
296,11.3064109672932,32,303
263,10.459455252293754,43,303
322,11.681847287941764,44,305
264,3.8197864018711503,2,305
243,3.243753639004682,15,305
308,10.762358747972106,43,307
307,3.2748044597154733,46,307
234,5.6465485057089335,38,307
259,4.192768607641654,15,308
304,3.5316826787580973,20,308
275,11.816074975743346,23,308
290,5.937785797260791,31,309
268,11.264771992196582,2,309
277,5.437108707803463,24,309
273,7.7331626965067795,23,309
232,10.479893964827838,36,310
279,3.9726377593232582,24,311
257,3.2226758501359773,2,311
288,3.3321032020563583,25,312
228,10.826602286249894,36,312
252,3.49342446664691,5,313
315,11.030489946994694,15,313
305,4.413789769124964,19,313
318,3.416014178228801,0,313
294,5.731096317984715,18,313
278,11.655866350183663,23,313
309,7.271666668065096,45,313
325,6.460847692606935,35,313
244,4.426224924554095,44,314
287,10.512839574973913,24,314
295,10.261437576700494,6,314
266,3.301851222102444,41,316
316,7.294081227634755,15,317
319,3.240237140590876,5,317
293,5.965988959405637,8,318
321,5.129047397283266,44,318
282,11.926094544329358,22,319
270,6.422063886393419,22,319
261,3.423620469732151,41,319
254,4.960146655650863,44,319
314,10.037218486615327,4,319
245,11.751423460945654,39,319
283,10.637818120599198,22,320
332,4.327838462276265,47,320
271,3.3707403726961904,24,320
330,11.994353538791986,27,320
336,7.280308692203863,2,322
337,11.896828669150839,21,322
300,11.524537585524392,10,322
302,3.6742620757767126,40,323
310,5.687757404158207,47,324
312,11.504306047664603,3,325
286,7.475535090745452,22,325
303,11.361976799639747,20,325
338,3.9123510500717127,3,326
267,6.845491300875397,43,326
262,4.71909924026656,2,327
323,10.652668363807585,18,327
236,10.992200846594214,36,328
311,10.164549627702502,3,329
327,6.364719656118385,20,329
317,10.468740749923182,28,330
324,3.230605084945445,18,331
320,11.59668501254431,5,331
329,6.776926276712851,15,331
281,11.430143341653155,23,332
344,6.97912069989737,30,332
333,11.040955875532442,4,333
331,6.689797810157755,22,333
